,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
331,1,A,3.03,DTCTL_@%A_BA.M,1970-08-31,TOTAL,Percent
332,1,A,6.14,DTCTL_@%A_BA.M,1970-09-30,TOTAL,Percent
333,1,A,2.40,DTCTL_@%A_BA.M,1970-10-31,TOTAL,Percent
334,1,A,-2.80,DTCTL_@%A_BA.M,1970-11-30,TOTAL,Percent
335,1,A,6.83,DTCTL_@%A_BA.M,1970-12-31,TOTAL,Percent
336,1,A,23.83,DTCTL_@%A_BA.M,1971-01-31,TOTAL,Percent
337,1,A,6.88,DTCTL_@%A_BA.M,1971-02-28,TOTAL,Percent
338,1,A,7.14,DTCTL_@%A_BA.M,1971-03-31,TOTAL,Percent
339,1,A,11.11,DTCTL_@%A_BA.M,1971-04-30,TOTAL,Percent
340,1,A,7.43,DTCTL_@%A_BA.M,1971-05-31,TOTAL,Percent
341,1,A,8.08,DTCTL_@%A_BA.M,1971-06-30,TOTAL,Percent
342,1,A,9.85,DTCTL_@%A_BA.M,1971-07-31,TOTAL,Percent
343,1,A,11.53,DTCTL_@%A_BA.M,1971-08-31,TOTAL,Percent
344,1,A,12.87,DTCTL_@%A_BA.M,1971-09-30,TOTAL,Percent
345,1,A,9.75,DTCTL_@%A_BA.M,1971-10-31,TOTAL,Percent
346,1,A,14.24,DTCTL_@%A_BA.M,1971-11-30,TOTAL,Percent
347,1,A,10.67,DTCTL_@%A_BA.M,1971-12-31,TOTAL,Percent
348,1,A,5.96,DTCTL_@%A_BA.M,1972-01-31,TOTAL,Percent
349,1,A,10.27,DTCTL_@%A_BA.M,1972-02-29,TOTAL,Percent
350,1,A,14.88,DTCTL_@%A_BA.M,1972-03-31,TOTAL,Percent
351,1,A,12.34,DTCTL_@%A_BA.M,1972-04-30,TOTAL,Percent
352,1,A,14.79,DTCTL_@%A_BA.M,1972-05-31,TOTAL,Percent
353,1,A,15.20,DTCTL_@%A_BA.M,1972-06-30,TOTAL,Percent
354,1,A,8.66,DTCTL_@%A_BA.M,1972-07-31,TOTAL,Percent
355,1,A,12.66,DTCTL_@%A_BA.M,1972-08-31,TOTAL,Percent
356,1,A,12.19,DTCTL_@%A_BA.M,1972-09-30,TOTAL,Percent
357,1,A,12.49,DTCTL_@%A_BA.M,1972-10-31,TOTAL,Percent
358,1,A,13.88,DTCTL_@%A_BA.M,1972-11-30,TOTAL,Percent
359,1,A,15.26,DTCTL_@%A_BA.M,1972-12-31,TOTAL,Percent
360,1,A,18.18,DTCTL_@%A_BA.M,1973-01-31,TOTAL,Percent
361,1,A,12.19,DTCTL_@%A_BA.M,1973-02-28,TOTAL,Percent
362,1,A,12.02,DTCTL_@%A_BA.M,1973-03-31,TOTAL,Percent
363,1,A,12.79,DTCTL_@%A_BA.M,1973-04-30,TOTAL,Percent
364,1,A,16.15,DTCTL_@%A_BA.M,1973-05-31,TOTAL,Percent
365,1,A,15.50,DTCTL_@%A_BA.M,1973-06-30,TOTAL,Percent
366,1,A,12.56,DTCTL_@%A_BA.M,1973-07-31,TOTAL,Percent
367,1,A,13.22,DTCTL_@%A_BA.M,1973-08-31,TOTAL,Percent
368,1,A,6.63,DTCTL_@%A_BA.M,1973-09-30,TOTAL,Percent
369,1,A,13.79,DTCTL_@%A_BA.M,1973-10-31,TOTAL,Percent
370,1,A,11.73,DTCTL_@%A_BA.M,1973-11-30,TOTAL,Percent
371,1,A,4.93,DTCTL_@%A_BA.M,1973-12-31,TOTAL,Percent
372,1,A,7.74,DTCTL_@%A_BA.M,1974-01-31,TOTAL,Percent
373,1,A,7.55,DTCTL_@%A_BA.M,1974-02-28,TOTAL,Percent
374,1,A,5.25,DTCTL_@%A_BA.M,1974-03-31,TOTAL,Percent
375,1,A,7.73,DTCTL_@%A_BA.M,1974-04-30,TOTAL,Percent
376,1,A,7.81,DTCTL_@%A_BA.M,1974-05-31,TOTAL,Percent
377,1,A,6.24,DTCTL_@%A_BA.M,1974-06-30,TOTAL,Percent
378,1,A,8.57,DTCTL_@%A_BA.M,1974-07-31,TOTAL,Percent
379,1,A,6.19,DTCTL_@%A_BA.M,1974-08-31,TOTAL,Percent
380,1,A,1.81,DTCTL_@%A_BA.M,1974-09-30,TOTAL,Percent
381,1,A,-0.50,DTCTL_@%A_BA.M,1974-10-31,TOTAL,Percent
382,1,A,-1.68,DTCTL_@%A_BA.M,1974-11-30,TOTAL,Percent
383,1,A,-2.03,DTCTL_@%A_BA.M,1974-12-31,TOTAL,Percent
384,1,A,0.88,DTCTL_@%A_BA.M,1975-01-31,TOTAL,Percent
385,1,A,2.68,DTCTL_@%A_BA.M,1975-02-28,TOTAL,Percent
386,1,A,-2.39,DTCTL_@%A_BA.M,1975-03-31,TOTAL,Percent
387,1,A,-2.21,DTCTL_@%A_BA.M,1975-04-30,TOTAL,Percent
388,1,A,-0.03,DTCTL_@%A_BA.M,1975-05-31,TOTAL,Percent
389,1,A,0.04,DTCTL_@%A_BA.M,1975-06-30,TOTAL,Percent
390,1,A,9.40,DTCTL_@%A_BA.M,1975-07-31,TOTAL,Percent
391,1,A,3.84,DTCTL_@%A_BA.M,1975-08-31,TOTAL,Percent
392,1,A,7.37,DTCTL_@%A_BA.M,1975-09-30,TOTAL,Percent
393,1,A,6.05,DTCTL_@%A_BA.M,1975-10-31,TOTAL,Percent
394,1,A,6.34,DTCTL_@%A_BA.M,1975-11-30,TOTAL,Percent
395,1,A,14.94,DTCTL_@%A_BA.M,1975-12-31,TOTAL,Percent
396,1,A,8.93,DTCTL_@%A_BA.M,1976-01-31,TOTAL,Percent
397,1,A,6.94,DTCTL_@%A_BA.M,1976-02-29,TOTAL,Percent
398,1,A,9.46,DTCTL_@%A_BA.M,1976-03-31,TOTAL,Percent
399,1,A,12.45,DTCTL_@%A_BA.M,1976-04-30,TOTAL,Percent
400,1,A,5.17,DTCTL_@%A_BA.M,1976-05-31,TOTAL,Percent
401,1,A,10.40,DTCTL_@%A_BA.M,1976-06-30,TOTAL,Percent
402,1,A,11.44,DTCTL_@%A_BA.M,1976-07-31,TOTAL,Percent
403,1,A,6.90,DTCTL_@%A_BA.M,1976-08-31,TOTAL,Percent
404,1,A,12.19,DTCTL_@%A_BA.M,1976-09-30,TOTAL,Percent
405,1,A,11.84,DTCTL_@%A_BA.M,1976-10-31,TOTAL,Percent
406,1,A,10.53,DTCTL_@%A_BA.M,1976-11-30,TOTAL,Percent
407,1,A,15.71,DTCTL_@%A_BA.M,1976-12-31,TOTAL,Percent
408,1,A,-0.69,DTCTL_@%A_BA.M,1977-01-31,TOTAL,Percent
409,1,A,14.86,DTCTL_@%A_BA.M,1977-02-28,TOTAL,Percent
410,1,A,20.06,DTCTL_@%A_BA.M,1977-03-31,TOTAL,Percent
411,1,A,16.76,DTCTL_@%A_BA.M,1977-04-30,TOTAL,Percent
412,1,A,17.44,DTCTL_@%A_BA.M,1977-05-31,TOTAL,Percent
413,1,A,17.02,DTCTL_@%A_BA.M,1977-06-30,TOTAL,Percent
414,1,A,15.21,DTCTL_@%A_BA.M,1977-07-31,TOTAL,Percent
415,1,A,14.63,DTCTL_@%A_BA.M,1977-08-31,TOTAL,Percent
416,1,A,13.46,DTCTL_@%A_BA.M,1977-09-30,TOTAL,Percent
417,1,A,19.84,DTCTL_@%A_BA.M,1977-10-31,TOTAL,Percent
418,1,A,15.77,DTCTL_@%A_BA.M,1977-11-30,TOTAL,Percent
419,1,A,8.30,DTCTL_@%A_BA.M,1977-12-31,TOTAL,Percent
420,1,A,10.14,DTCTL_@%A_BA.M,1978-01-31,TOTAL,Percent
421,1,A,13.58,DTCTL_@%A_BA.M,1978-02-28,TOTAL,Percent
422,1,A,20.43,DTCTL_@%A_BA.M,1978-03-31,TOTAL,Percent
423,1,A,17.20,DTCTL_@%A_BA.M,1978-04-30,TOTAL,Percent
424,1,A,22.41,DTCTL_@%A_BA.M,1978-05-31,TOTAL,Percent
425,1,A,25.11,DTCTL_@%A_BA.M,1978-06-30,TOTAL,Percent
426,1,A,15.59,DTCTL_@%A_BA.M,1978-07-31,TOTAL,Percent
427,1,A,16.65,DTCTL_@%A_BA.M,1978-08-31,TOTAL,Percent
428,1,A,13.80,DTCTL_@%A_BA.M,1978-09-30,TOTAL,Percent
429,1,A,10.67,DTCTL_@%A_BA.M,1978-10-31,TOTAL,Percent
430,1,A,15.73,DTCTL_@%A_BA.M,1978-11-30,TOTAL,Percent
431,1,A,13.36,DTCTL_@%A_BA.M,1978-12-31,TOTAL,Percent
432,1,A,14.91,DTCTL_@%A_BA.M,1979-01-31,TOTAL,Percent
433,1,A,14.02,DTCTL_@%A_BA.M,1979-02-28,TOTAL,Percent
434,1,A,14.07,DTCTL_@%A_BA.M,1979-03-31,TOTAL,Percent
435,1,A,14.16,DTCTL_@%A_BA.M,1979-04-30,TOTAL,Percent
436,1,A,15.83,DTCTL_@%A_BA.M,1979-05-31,TOTAL,Percent
437,1,A,11.05,DTCTL_@%A_BA.M,1979-06-30,TOTAL,Percent
438,1,A,13.96,DTCTL_@%A_BA.M,1979-07-31,TOTAL,Percent
439,1,A,13.72,DTCTL_@%A_BA.M,1979-08-31,TOTAL,Percent
440,1,A,13.10,DTCTL_@%A_BA.M,1979-09-30,TOTAL,Percent
441,1,A,13.44,DTCTL_@%A_BA.M,1979-10-31,TOTAL,Percent
442,1,A,10.97,DTCTL_@%A_BA.M,1979-11-30,TOTAL,Percent
443,1,A,7.62,DTCTL_@%A_BA.M,1979-12-31,TOTAL,Percent
444,1,A,6.49,DTCTL_@%A_BA.M,1980-01-31,TOTAL,Percent
445,1,A,8.84,DTCTL_@%A_BA.M,1980-02-29,TOTAL,Percent
446,1,A,-0.05,DTCTL_@%A_BA.M,1980-03-31,TOTAL,Percent
447,1,A,-5.96,DTCTL_@%A_BA.M,1980-04-30,TOTAL,Percent
448,1,A,-9.03,DTCTL_@%A_BA.M,1980-05-31,TOTAL,Percent
449,1,A,-6.70,DTCTL_@%A_BA.M,1980-06-30,TOTAL,Percent
450,1,A,1.30,DTCTL_@%A_BA.M,1980-07-31,TOTAL,Percent
451,1,A,1.64,DTCTL_@%A_BA.M,1980-08-31,TOTAL,Percent
452,1,A,2.13,DTCTL_@%A_BA.M,1980-09-30,TOTAL,Percent
453,1,A,4.94,DTCTL_@%A_BA.M,1980-10-31,TOTAL,Percent
454,1,A,1.40,DTCTL_@%A_BA.M,1980-11-30,TOTAL,Percent
455,1,A,6.57,DTCTL_@%A_BA.M,1980-12-31,TOTAL,Percent
456,1,A,3.78,DTCTL_@%A_BA.M,1981-01-31,TOTAL,Percent
457,1,A,5.83,DTCTL_@%A_BA.M,1981-02-28,TOTAL,Percent
458,1,A,8.06,DTCTL_@%A_BA.M,1981-03-31,TOTAL,Percent
459,1,A,6.74,DTCTL_@%A_BA.M,1981-04-30,TOTAL,Percent
460,1,A,7.02,DTCTL_@%A_BA.M,1981-05-31,TOTAL,Percent
461,1,A,5.02,DTCTL_@%A_BA.M,1981-06-30,TOTAL,Percent
462,1,A,6.40,DTCTL_@%A_BA.M,1981-07-31,TOTAL,Percent
463,1,A,1.57,DTCTL_@%A_BA.M,1981-08-31,TOTAL,Percent
464,1,A,14.60,DTCTL_@%A_BA.M,1981-09-30,TOTAL,Percent
465,1,A,2.80,DTCTL_@%A_BA.M,1981-10-31,TOTAL,Percent
466,1,A,4.22,DTCTL_@%A_BA.M,1981-11-30,TOTAL,Percent
467,1,A,-1.48,DTCTL_@%A_BA.M,1981-12-31,TOTAL,Percent
468,1,A,12.49,DTCTL_@%A_BA.M,1982-01-31,TOTAL,Percent
469,1,A,3.87,DTCTL_@%A_BA.M,1982-02-28,TOTAL,Percent
470,1,A,1.62,DTCTL_@%A_BA.M,1982-03-31,TOTAL,Percent
471,1,A,5.57,DTCTL_@%A_BA.M,1982-04-30,TOTAL,Percent
472,1,A,5.72,DTCTL_@%A_BA.M,1982-05-31,TOTAL,Percent
473,1,A,4.88,DTCTL_@%A_BA.M,1982-06-30,TOTAL,Percent
474,1,A,1.45,DTCTL_@%A_BA.M,1982-07-31,TOTAL,Percent
475,1,A,1.30,DTCTL_@%A_BA.M,1982-08-31,TOTAL,Percent
476,1,A,4.68,DTCTL_@%A_BA.M,1982-09-30,TOTAL,Percent
477,1,A,1.91,DTCTL_@%A_BA.M,1982-10-31,TOTAL,Percent
478,1,A,5.61,DTCTL_@%A_BA.M,1982-11-30,TOTAL,Percent
479,1,A,9.56,DTCTL_@%A_BA.M,1982-12-31,TOTAL,Percent
480,1,A,6.09,DTCTL_@%A_BA.M,1983-01-31,TOTAL,Percent
481,1,A,1.63,DTCTL_@%A_BA.M,1983-02-28,TOTAL,Percent
482,1,A,9.85,DTCTL_@%A_BA.M,1983-03-31,TOTAL,Percent
483,1,A,8.63,DTCTL_@%A_BA.M,1983-04-30,TOTAL,Percent
484,1,A,4.60,DTCTL_@%A_BA.M,1983-05-31,TOTAL,Percent
485,1,A,14.64,DTCTL_@%A_BA.M,1983-06-30,TOTAL,Percent
486,1,A,13.76,DTCTL_@%A_BA.M,1983-07-31,TOTAL,Percent
487,1,A,13.24,DTCTL_@%A_BA.M,1983-08-31,TOTAL,Percent
488,1,A,11.09,DTCTL_@%A_BA.M,1983-09-30,TOTAL,Percent
489,1,A,17.09,DTCTL_@%A_BA.M,1983-10-31,TOTAL,Percent
490,1,A,17.57,DTCTL_@%A_BA.M,1983-11-30,TOTAL,Percent
491,1,A,19.79,DTCTL_@%A_BA.M,1983-12-31,TOTAL,Percent
492,1,A,13.51,DTCTL_@%A_BA.M,1984-01-31,TOTAL,Percent
493,1,A,26.92,DTCTL_@%A_BA.M,1984-02-29,TOTAL,Percent
494,1,A,12.33,DTCTL_@%A_BA.M,1984-03-31,TOTAL,Percent
495,1,A,14.70,DTCTL_@%A_BA.M,1984-04-30,TOTAL,Percent
496,1,A,26.75,DTCTL_@%A_BA.M,1984-05-31,TOTAL,Percent
497,1,A,21.72,DTCTL_@%A_BA.M,1984-06-30,TOTAL,Percent
498,1,A,15.35,DTCTL_@%A_BA.M,1984-07-31,TOTAL,Percent
499,1,A,17.17,DTCTL_@%A_BA.M,1984-08-31,TOTAL,Percent
500,1,A,10.63,DTCTL_@%A_BA.M,1984-09-30,TOTAL,Percent
501,1,A,14.83,DTCTL_@%A_BA.M,1984-10-31,TOTAL,Percent
502,1,A,13.07,DTCTL_@%A_BA.M,1984-11-30,TOTAL,Percent
503,1,A,16.76,DTCTL_@%A_BA.M,1984-12-31,TOTAL,Percent
504,1,A,15.54,DTCTL_@%A_BA.M,1985-01-31,TOTAL,Percent
505,1,A,19.40,DTCTL_@%A_BA.M,1985-02-28,TOTAL,Percent
506,1,A,20.98,DTCTL_@%A_BA.M,1985-03-31,TOTAL,Percent
507,1,A,16.82,DTCTL_@%A_BA.M,1985-04-30,TOTAL,Percent
508,1,A,14.18,DTCTL_@%A_BA.M,1985-05-31,TOTAL,Percent
509,1,A,11.58,DTCTL_@%A_BA.M,1985-06-30,TOTAL,Percent
510,1,A,13.78,DTCTL_@%A_BA.M,1985-07-31,TOTAL,Percent
511,1,A,11.94,DTCTL_@%A_BA.M,1985-08-31,TOTAL,Percent
512,1,A,18.52,DTCTL_@%A_BA.M,1985-09-30,TOTAL,Percent
513,1,A,12.70,DTCTL_@%A_BA.M,1985-10-31,TOTAL,Percent
514,1,A,12.59,DTCTL_@%A_BA.M,1985-11-30,TOTAL,Percent
515,1,A,10.56,DTCTL_@%A_BA.M,1985-12-31,TOTAL,Percent
516,1,A,11.99,DTCTL_@%A_BA.M,1986-01-31,TOTAL,Percent
517,1,A,9.86,DTCTL_@%A_BA.M,1986-02-28,TOTAL,Percent
518,1,A,5.30,DTCTL_@%A_BA.M,1986-03-31,TOTAL,Percent
519,1,A,12.29,DTCTL_@%A_BA.M,1986-04-30,TOTAL,Percent
520,1,A,11.93,DTCTL_@%A_BA.M,1986-05-31,TOTAL,Percent
521,1,A,8.12,DTCTL_@%A_BA.M,1986-06-30,TOTAL,Percent
522,1,A,9.70,DTCTL_@%A_BA.M,1986-07-31,TOTAL,Percent
523,1,A,7.09,DTCTL_@%A_BA.M,1986-08-31,TOTAL,Percent
524,1,A,13.37,DTCTL_@%A_BA.M,1986-09-30,TOTAL,Percent
525,1,A,14.42,DTCTL_@%A_BA.M,1986-10-31,TOTAL,Percent
526,1,A,-0.04,DTCTL_@%A_BA.M,1986-11-30,TOTAL,Percent
527,1,A,1.80,DTCTL_@%A_BA.M,1986-12-31,TOTAL,Percent
528,1,A,-2.72,DTCTL_@%A_BA.M,1987-01-31,TOTAL,Percent
529,1,A,-1.35,DTCTL_@%A_BA.M,1987-02-28,TOTAL,Percent
530,1,A,-2.45,DTCTL_@%A_BA.M,1987-03-31,TOTAL,Percent
531,1,A,9.59,DTCTL_@%A_BA.M,1987-04-30,TOTAL,Percent
532,1,A,3.78,DTCTL_@%A_BA.M,1987-05-31,TOTAL,Percent
533,1,A,8.07,DTCTL_@%A_BA.M,1987-06-30,TOTAL,Percent
534,1,A,8.62,DTCTL_@%A_BA.M,1987-07-31,TOTAL,Percent
535,1,A,8.21,DTCTL_@%A_BA.M,1987-08-31,TOTAL,Percent
536,1,A,7.12,DTCTL_@%A_BA.M,1987-09-30,TOTAL,Percent
537,1,A,8.83,DTCTL_@%A_BA.M,1987-10-31,TOTAL,Percent
538,1,A,6.21,DTCTL_@%A_BA.M,1987-11-30,TOTAL,Percent
539,1,A,2.82,DTCTL_@%A_BA.M,1987-12-31,TOTAL,Percent
540,1,A,10.41,DTCTL_@%A_BA.M,1988-01-31,TOTAL,Percent
541,1,A,7.14,DTCTL_@%A_BA.M,1988-02-29,TOTAL,Percent
542,1,A,7.43,DTCTL_@%A_BA.M,1988-03-31,TOTAL,Percent
543,1,A,8.85,DTCTL_@%A_BA.M,1988-04-30,TOTAL,Percent
544,1,A,7.10,DTCTL_@%A_BA.M,1988-05-31,TOTAL,Percent
545,1,A,5.31,DTCTL_@%A_BA.M,1988-06-30,TOTAL,Percent
546,1,A,4.92,DTCTL_@%A_BA.M,1988-07-31,TOTAL,Percent
547,1,A,9.09,DTCTL_@%A_BA.M,1988-08-31,TOTAL,Percent
548,1,A,2.35,DTCTL_@%A_BA.M,1988-09-30,TOTAL,Percent
549,1,A,5.24,DTCTL_@%A_BA.M,1988-10-31,TOTAL,Percent
550,1,A,5.87,DTCTL_@%A_BA.M,1988-11-30,TOTAL,Percent
551,1,A,3.71,DTCTL_@%A_BA.M,1988-12-31,TOTAL,Percent
552,1,A,0.01,DTCTL_@%A_BA.M,1989-01-31,TOTAL,Percent
553,1,A,6.20,DTCTL_@%A_BA.M,1989-02-28,TOTAL,Percent
554,1,A,11.36,DTCTL_@%A_BA.M,1989-03-31,TOTAL,Percent
555,1,A,7.41,DTCTL_@%A_BA.M,1989-04-30,TOTAL,Percent
556,1,A,7.16,DTCTL_@%A_BA.M,1989-05-31,TOTAL,Percent
557,1,A,6.16,DTCTL_@%A_BA.M,1989-06-30,TOTAL,Percent
558,1,A,4.71,DTCTL_@%A_BA.M,1989-07-31,TOTAL,Percent
559,1,A,4.04,DTCTL_@%A_BA.M,1989-08-31,TOTAL,Percent
560,1,A,4.54,DTCTL_@%A_BA.M,1989-09-30,TOTAL,Percent
561,1,A,5.72,DTCTL_@%A_BA.M,1989-10-31,TOTAL,Percent
562,1,A,7.26,DTCTL_@%A_BA.M,1989-11-30,TOTAL,Percent
563,1,A,6.55,DTCTL_@%A_BA.M,1989-12-31,TOTAL,Percent
564,1,A,4.69,DTCTL_@%A_BA.M,1990-01-31,TOTAL,Percent
565,1,A,1.59,DTCTL_@%A_BA.M,1990-02-28,TOTAL,Percent
566,1,A,-0.04,DTCTL_@%A_BA.M,1990-03-31,TOTAL,Percent
567,1,A,-0.00,DTCTL_@%A_BA.M,1990-04-30,TOTAL,Percent
568,1,A,1.51,DTCTL_@%A_BA.M,1990-05-31,TOTAL,Percent
569,1,A,4.71,DTCTL_@%A_BA.M,1990-06-30,TOTAL,Percent
570,1,A,5.97,DTCTL_@%A_BA.M,1990-07-31,TOTAL,Percent
571,1,A,2.78,DTCTL_@%A_BA.M,1990-08-31,TOTAL,Percent
572,1,A,2.49,DTCTL_@%A_BA.M,1990-09-30,TOTAL,Percent
573,1,A,3.29,DTCTL_@%A_BA.M,1990-10-31,TOTAL,Percent
574,1,A,1.49,DTCTL_@%A_BA.M,1990-11-30,TOTAL,Percent
575,1,A,-8.01,DTCTL_@%A_BA.M,1990-12-31,TOTAL,Percent
576,1,A,-2.42,DTCTL_@%A_BA.M,1991-01-31,TOTAL,Percent
577,1,A,0.64,DTCTL_@%A_BA.M,1991-02-28,TOTAL,Percent
578,1,A,1.96,DTCTL_@%A_BA.M,1991-03-31,TOTAL,Percent
579,1,A,-0.79,DTCTL_@%A_BA.M,1991-04-30,TOTAL,Percent
580,1,A,0.02,DTCTL_@%A_BA.M,1991-05-31,TOTAL,Percent
581,1,A,-2.73,DTCTL_@%A_BA.M,1991-06-30,TOTAL,Percent
582,1,A,-2.93,DTCTL_@%A_BA.M,1991-07-31,TOTAL,Percent
583,1,A,-2.99,DTCTL_@%A_BA.M,1991-08-31,TOTAL,Percent
584,1,A,-1.69,DTCTL_@%A_BA.M,1991-09-30,TOTAL,Percent
585,1,A,-3.40,DTCTL_@%A_BA.M,1991-10-31,TOTAL,Percent
586,1,A,-0.51,DTCTL_@%A_BA.M,1991-11-30,TOTAL,Percent
587,1,A,-0.37,DTCTL_@%A_BA.M,1991-12-31,TOTAL,Percent
588,1,A,1.43,DTCTL_@%A_BA.M,1992-01-31,TOTAL,Percent
589,1,A,0.99,DTCTL_@%A_BA.M,1992-02-29,TOTAL,Percent
590,1,A,-0.30,DTCTL_@%A_BA.M,1992-03-31,TOTAL,Percent
591,1,A,-2.68,DTCTL_@%A_BA.M,1992-04-30,TOTAL,Percent
592,1,A,0.01,DTCTL_@%A_BA.M,1992-05-31,TOTAL,Percent
593,1,A,-0.59,DTCTL_@%A_BA.M,1992-06-30,TOTAL,Percent
594,1,A,1.19,DTCTL_@%A_BA.M,1992-07-31,TOTAL,Percent
595,1,A,2.64,DTCTL_@%A_BA.M,1992-08-31,TOTAL,Percent
596,1,A,0.56,DTCTL_@%A_BA.M,1992-09-30,TOTAL,Percent
597,1,A,-0.96,DTCTL_@%A_BA.M,1992-10-31,TOTAL,Percent
598,1,A,4.72,DTCTL_@%A_BA.M,1992-11-30,TOTAL,Percent
599,1,A,5.11,DTCTL_@%A_BA.M,1992-12-31,TOTAL,Percent
600,1,A,4.77,DTCTL_@%A_BA.M,1993-01-31,TOTAL,Percent
601,1,A,7.02,DTCTL_@%A_BA.M,1993-02-28,TOTAL,Percent
602,1,A,-0.59,DTCTL_@%A_BA.M,1993-03-31,TOTAL,Percent
603,1,A,9.00,DTCTL_@%A_BA.M,1993-04-30,TOTAL,Percent
604,1,A,0.00,DTCTL_@%A_BA.M,1993-05-31,TOTAL,Percent
605,1,A,5.93,DTCTL_@%A_BA.M,1993-06-30,TOTAL,Percent
606,1,A,8.31,DTCTL_@%A_BA.M,1993-07-31,TOTAL,Percent
607,1,A,6.82,DTCTL_@%A_BA.M,1993-08-31,TOTAL,Percent
608,1,A,9.16,DTCTL_@%A_BA.M,1993-09-30,TOTAL,Percent
609,1,A,10.01,DTCTL_@%A_BA.M,1993-10-31,TOTAL,Percent
610,1,A,12.61,DTCTL_@%A_BA.M,1993-11-30,TOTAL,Percent
611,1,A,12.79,DTCTL_@%A_BA.M,1993-12-31,TOTAL,Percent
612,1,A,8.83,DTCTL_@%A_BA.M,1994-01-31,TOTAL,Percent
613,1,A,11.46,DTCTL_@%A_BA.M,1994-02-28,TOTAL,Percent
614,1,A,14.97,DTCTL_@%A_BA.M,1994-03-31,TOTAL,Percent
615,1,A,13.00,DTCTL_@%A_BA.M,1994-04-30,TOTAL,Percent
616,1,A,15.81,DTCTL_@%A_BA.M,1994-05-31,TOTAL,Percent
617,1,A,14.92,DTCTL_@%A_BA.M,1994-06-30,TOTAL,Percent
618,1,A,8.98,DTCTL_@%A_BA.M,1994-07-31,TOTAL,Percent
619,1,A,17.62,DTCTL_@%A_BA.M,1994-08-31,TOTAL,Percent
620,1,A,15.97,DTCTL_@%A_BA.M,1994-09-30,TOTAL,Percent
621,1,A,13.90,DTCTL_@%A_BA.M,1994-10-31,TOTAL,Percent
622,1,A,16.06,DTCTL_@%A_BA.M,1994-11-30,TOTAL,Percent
623,1,A,19.41,DTCTL_@%A_BA.M,1994-12-31,TOTAL,Percent
624,1,A,15.75,DTCTL_@%A_BA.M,1995-01-31,TOTAL,Percent
625,1,A,9.70,DTCTL_@%A_BA.M,1995-02-28,TOTAL,Percent
626,1,A,17.76,DTCTL_@%A_BA.M,1995-03-31,TOTAL,Percent
627,1,A,11.68,DTCTL_@%A_BA.M,1995-04-30,TOTAL,Percent
628,1,A,15.84,DTCTL_@%A_BA.M,1995-05-31,TOTAL,Percent
629,1,A,13.51,DTCTL_@%A_BA.M,1995-06-30,TOTAL,Percent
630,1,A,9.38,DTCTL_@%A_BA.M,1995-07-31,TOTAL,Percent
631,1,A,13.21,DTCTL_@%A_BA.M,1995-08-31,TOTAL,Percent
632,1,A,18.73,DTCTL_@%A_BA.M,1995-09-30,TOTAL,Percent
633,1,A,7.50,DTCTL_@%A_BA.M,1995-10-31,TOTAL,Percent
634,1,A,20.08,DTCTL_@%A_BA.M,1995-11-30,TOTAL,Percent
635,1,A,9.10,DTCTL_@%A_BA.M,1995-12-31,TOTAL,Percent
636,1,A,13.18,DTCTL_@%A_BA.M,1996-01-31,TOTAL,Percent
637,1,A,10.22,DTCTL_@%A_BA.M,1996-02-29,TOTAL,Percent
638,1,A,8.86,DTCTL_@%A_BA.M,1996-03-31,TOTAL,Percent
639,1,A,9.44,DTCTL_@%A_BA.M,1996-04-30,TOTAL,Percent
640,1,A,10.38,DTCTL_@%A_BA.M,1996-05-31,TOTAL,Percent
641,1,A,9.91,DTCTL_@%A_BA.M,1996-06-30,TOTAL,Percent
642,1,A,10.94,DTCTL_@%A_BA.M,1996-07-31,TOTAL,Percent
643,1,A,8.52,DTCTL_@%A_BA.M,1996-08-31,TOTAL,Percent
644,1,A,4.69,DTCTL_@%A_BA.M,1996-09-30,TOTAL,Percent
645,1,A,5.94,DTCTL_@%A_BA.M,1996-10-31,TOTAL,Percent
646,1,A,10.80,DTCTL_@%A_BA.M,1996-11-30,TOTAL,Percent
647,1,A,10.64,DTCTL_@%A_BA.M,1996-12-31,TOTAL,Percent
648,1,A,4.72,DTCTL_@%A_BA.M,1997-01-31,TOTAL,Percent
649,1,A,3.32,DTCTL_@%A_BA.M,1997-02-28,TOTAL,Percent
650,1,A,2.18,DTCTL_@%A_BA.M,1997-03-31,TOTAL,Percent
651,1,A,9.44,DTCTL_@%A_BA.M,1997-04-30,TOTAL,Percent
652,1,A,4.32,DTCTL_@%A_BA.M,1997-05-31,TOTAL,Percent
653,1,A,3.92,DTCTL_@%A_BA.M,1997-06-30,TOTAL,Percent
654,1,A,5.54,DTCTL_@%A_BA.M,1997-07-31,TOTAL,Percent
655,1,A,5.06,DTCTL_@%A_BA.M,1997-08-31,TOTAL,Percent
656,1,A,6.88,DTCTL_@%A_BA.M,1997-09-30,TOTAL,Percent
657,1,A,7.15,DTCTL_@%A_BA.M,1997-10-31,TOTAL,Percent
658,1,A,2.81,DTCTL_@%A_BA.M,1997-11-30,TOTAL,Percent
659,1,A,11.25,DTCTL_@%A_BA.M,1997-12-31,TOTAL,Percent
660,1,A,-4.27,DTCTL_@%A_BA.M,1998-01-31,TOTAL,Percent
661,1,A,3.91,DTCTL_@%A_BA.M,1998-02-28,TOTAL,Percent
